game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-02-27,748205,2,4,6,Agustin Ramirez,682663,Max Burt,661733,Luis Torrens,620443,torrelu01,Caleb Durbin,702332,Elijah Dunham,685313,Jeter Downs,669023,downsje01,Jordan Groshans,677954,groshjo01,Kevin Smith,675656,smithke05,Brandon Lockridge,663604,Greg Jones,675659,Tristan Peters,671976,Tanner Murray,695020,Nick Meyer,680722,Austin Shenton,668853,shentau01,Ruben Cardenas,665180,Ronny Simon,682927,C.J. Hinojosa,546994,Logan Driscoll,686482,Schmidt,657376,schmicl01,"Warren, W",701542,"Ramirez, N",598286,ramirni01,Burdi,595897,burdini01,Hampton,694633,Littell,641793,litteza01,"Alexander, T",641302,alexaty01,Houston,667677,"Gomez, M",676546,"Garcia, C",681603,Johnson,687189,Cook,702047
