game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-04-01,706821,2,7,9,Matt O'Neill,690841,Rowdey Jordan,679821,Warren Saunders,683469,Daniel Palka,594953,palkada01,Wyatt Young,696281,Alex Ramírez,691267,Matt Rudick,689822,Shervyen Newton,665989,Hayden Senger,663584,Conner Capel,668843,capelco01,Chase Pinder,676198,Mike Antico,690443,Kramer Robertson,670298,roberkr01,Clint Coulter,621520,Cory Spangenberg,605486,spangco01,Julio E. Rodriguez,667372,Delvin Pérez,666206,Luken Baker,663609,bakerlu01,Peña,570240,penafe01,Claudio,592222,claudal01,Ottavino,493603,ottavad01,Reid-Foley,656887,reidfse01,"Smith, Dr",622098,smithdr01,Holderman,670059,holdeco01,Thomas,671162,Walsh,673904,walshja02,Parker,453284,parkebl01,Wittgren,621295,wittgni01,Brooks,605156,brookaa01,Liberatore,669461,liberma01,"Thompson, C",642140
