game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-04,642077,2,8,10,Riley Adams,656180,adamsri03,Austin Martin,668885,martiau01,Cullen Large,675925,Reese McGuire,624512,mcguire01,Orelvis Martinez,682619,Chavez Young,669945,Leo Jimenez,677870,Logan Warmoth,657089,Tyler White,643603,whitety01,Kody Clemens,665019,clemeko01,Aderlin Rodríguez,573669,Akil Baddoo,668731,baddoak01,Greg Garcia,594824,garcigr01,Grayson Greiner,606988,greingr01,Jacob Robson,615699,robsoja01,Daniel Pinero,615697,Dustin Garneau,572863,garnedu01,Eric Haase,606992,haaseer01,Zeuch,643615,zeuchtj01,Waguespack,621097,wagueja01,Murray,680765,Luciano,672773,luciael01,Zulueta,691172,Turnbull,605513,turnbsp01,"Jiménez, J",641729,jimenjo02,"Holland, D",502706,hollade01,Cisnero,542585,cisnejo01,"Soto, G",642397,sotogr01,Lange,656638,langeal01
