game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2024-03-17,747931,4,4,8,Donta' Williams,676024,Anthony Servideo,676545,David Bañuelos,675915,banueda01,Reed Trimble,701655,Jake Cunningham,801507,Collin Burns,700936,Angel Tejada,698941,Tavian Josenberger,694444,TT Bowens,688449,Jace Jung,690291,Carson Kelly,608348,kellyca02,Ryan Kreidler,668952,kreidry01,Josue Briceño,800522,Keston Hiura,669374,hiurake01,Ryan Vilade,668723,viladry01,Bligh Madris,676632,madribl01,Akil Baddoo,668731,baddoak01,Buddy Kennedy,671083,kennebu01,Teheran,527054,teherju01,"Pérez, C",672335,perezci01,Tate,622253,tatedi01,Baker,641329,bakerbr01,"Suárez, An",605498,suarean01,Maeda,628317,maedake01,Foley,671345,foleyja01,Olson,681857,olsonre01
