game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-21,747867,7,6,13,Hunter Bishop,666183,Victor Bericoto,682674,Jimmy Glowenke,694368,Brett Wisely,689172,wiselbr01,Wade Meckler,685133,mecklwa01,Trenton Brooks,670092,Vaun Brown,673901,Donovan Walton,622268,waltodo01,Jakson Reetz,656883,reetzja01,Zavier Warren,680518,Blake Perkins,663368,perkibl01,Brice Turang,668930,turanbr02,Joey Ortiz,687401,ortizjo06,Eduarqui Fernandez,682631,Daniel Guilarte,694206,Jake Bauers,641343,bauerja01,Eric Haase,606992,haaseer01,Carlos D. Rodriguez,677578,Roupp,694738,rouppla01,"Rogers, Ta",573124,rogerta01,Doval,666808,dovalca01,Jackson,592426,jackslu01,Gates,688753,Sanchez,678738,Choate,805257,Gasser,688107,gassero01,Rund,810921,"Hudson, B",663542,hudsobr01,Payamps,606303,payamjo01,"Peguero, E",665625,pegueel01,Holub,700183
