game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2021-03-19,642012,2,7,9,Curtis Terry,663799,terrycu01,Justin Foscue,679822,foscuju01,John Hicks,543308,hicksjo02,Jose Trevino,624431,trevijo01,Jason Martin,641829,martija03,Davis Wendzel,673995,wendzda01,Steele Walker,667727,walkest01,Sherten Apostel,665947,apostsh01,Adolis García,666969,garciad02,Matt Davidson,571602,davidma02,Kendall Williams,683086,Elliot Soto,519303,sotoel01,Sheldon Neuse,641914,neusesh01,Tim Federowicz,543148,federti01,Zach McKinstry,656716,mckinza01,Andy Burns,542992,burnsan01,DJ Peters,656847,peterdj01,Rangel Ravelo,592660,ravelra01,Cody,621129,codyky01,"Ortiz, L.F.",656814,ortizlu02,"Wood, H",621056,woodhu01,"Yang, H",660365,yanghy01,Bush,456713,bushma01,"Urías, J",628711,uriasju01,Nelson,519076,nelsoji02,Jansen,445276,janseke01,Treinen,595014,treinbl01,Williams,683086
