game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-02-28,719348,7,2,9,Wilyer Abreu,677800,abreuwi02,Ryan Fitzgerald,680837,Ceddanne Rafaela,678882,rafaece01,Jorge Alfaro,595751,alfarjo01,Ronaldo Hernández,660613,Matthew Lugo,683090,Narciso Crook,643271,crookna01,Daniel Palka,594953,palkada01,Enmanuel Valdez,665839,valdeen01,Joe Rizzo,666143,Jerar Encarnación,666464,encarje01,Jacob Amaya,676070,amayaja01,Brian Miller,675649,millebr03,Brady Allen,680918,Alex De Goti,621008,degotal01,Garrett Hampson,641658,hampsga01,Jake Mangum,663968,Jan Mercado,676286,Kluber,446372,klubeco01,Sherriff,595411,sherrry01,Mosqueda,665996,Gudiño,660508,Faria,607188,fariaja01,Nail,678041,Sharp,643532,sharpst01,Scroggins,667414,"Rogers, Tr",669432,rogertr01,Chargois,608638,chargjt01,Nardi,677053,nardian01,Fulton,690978,Lindgren,689167,lindgje01,"Soriano, G",666277,soriage01,Yan,642376,"Maldonado, A",687424,maldoan01
