game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-03-12,719151,8,1,9,Justin Yurchak,657144,David Freitas,571679,freitda01,Diego Cartaya,682616,Eddys Leonard,678760,Damon Keith,701618,Drew Avans,682183,Jorbit Vivas,678391,Jahmai Jones,663330,jonesja08,Bradley Zimmer,605548,zimmebr01,Elly De La Cruz,682829,delacel01,Austin Romine,519222,rominau01,Francisco Urbaez,688005,Christian Encarnacion-Strand,687952,encarch01,Nick Martini,605361,martini02,Matt McLain,680574,mclaima01,Richie Martin,621006,martiri01,Jason Vosler,613564,vosleja01,Stuart Fairchild,656413,faircst01,May,669160,maydu01,Bickford,641360,bickfph01,"González, V",624647,gonzavi02,Suero,593833,suerowa01,Kolarek,592473,kolarad01,Dreyer,676263,Ashcraft,668933,ashcrgr01,"Wynne, R",691094,wynnera01,Legumina,668984,legumca01,Cachutt,674289,Herget,643361,hergeke01,Solomon,676660,solomja01,"Crawford, Bro",663883
