game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-08,748053,1,2,3,Brett Phillips,621433,phillbr02,Mark Payton,592622,paytoma01,Tim Elko,671284,Zach Remillard,621545,remilza01,Peyton Burdick,680814,burdipe01,Bryan Ramos,682868,ramosbr01,Korey Lee,686676,leeko01,Zach DeLoach,676113,deloaza01,Colson Montgomery,695657,Gabriel Arias,672356,ariasga01,Johnathan Rodriguez,671286,rodrijo10,Petey Halpin,690984,Deyvison De Los Santos,691277,Bryan Lavastida,681526,lavasbr01,Chase DeLauter,800050,José Tena,677588,tenajo01,Juan Brito,682877,Aaron Bracho,677570,Fedde,607200,feddeer01,"Anderson, J",605121,anderju01,Horn,690544,Leone,608678,leonedo01,"García, D",665620,garcide01,Bibee,676440,bibeeta01,Beede,595881,beedety01,Leftwich,676393,Hentges,656529,hentgsa01,Gaddis,683769,gaddihu01,Sandlin,680704,sandlni01,Aleman,680916
