game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,over_under_runline
662773,2022-09-28,2,1,3,116,Detroit Tigers,118,Kansas City Royals,26999,27006,MJ Melendez,669004,melenmj01,Michael Massey,686681,massemi02,Salvador Perez,521692,perezsa02,Vinnie Pasquantino,686469,pasquvi01,Edward Olivares,658668,olivaed02,Hunter Dozier,641531,doziehu01,Drew Waters,671221,waterdr01,Kyle Isbel,664728,isbelky01,Riley Greene,682985,greenri03,Javier Báez,595879,baezja01,Eric Haase,606992,haaseer01,Miguel Cabrera,408234,cabremi01,Spencer Torkelson,679529,torkesp01,Willi Castro,650489,castrwi01,Ryan Kreidler,668952,kreidry01,Jeimer Candelario,600869,candeje01,Matt Manning,666159,mannima02,Daniel Lynch IV,663738,lynchda02,Will Vest,676684,vestwi01,Daniel Norris,596057,norrida01,Garrett Hill,682051,hillga02,José Cisnero,542585,cisnejo01,Andrew Chafin,605177,chafian01,Alex Lange,656638,langeal01,Gregory Soto,642397,sotogr01,Amir Garrett,607237,garream01,Carlos Hernández,672578,hernaca04,7.5
