game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-26,747802,4,1,5,Eddy Alvarez,657193,alvared01,Wilyer Abreu,677800,abreuwi02,Jamie Westbrook,642197,Bobby Dalbec,666915,dalbebo01,Mickey Gasper,681508,Mark Contreras,676628,contrma01,Pablo Reyes,622569,reyespa01,Mark Kolozsvary,656627,kolozma01,Triston Casas,671213,casastr01,Elier Hernandez,609274,hernael02,Andrew Knizner,668800,kniznan01,Justin Foscue,679822,foscuju01,Blaine Crim,688760,Wyatt Langford,694671,langfwy01,Ezequiel Duran,677649,duranez01,Travis Jankowski,608671,jankotr01,Josh Smith,669701,smithjo11,Adolis García,666969,garciad02,Fitts,690916,Campbell,663462,campbis01,Weissert,669711,weissgr01,Winckowski,670174,winckjo01,Hagenman,663795,Jansen,445276,janseke01,Martin,455119,martich02,Shugart,663767,Dunning,641540,dunnida01,Tinoco,622786,tinocje01,Shreve,592741,shrevch01,Sampson,592716,sampsad01,"Greene, S",572888,greensh02,Leclerc,600917,leclejo01
