game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-16,719102,4,7,11,Alex De Jesus,682942,John Aiello,663628,Estiven Machado,692497,Peyton Williams,805268,Phil Clarke,671287,Steward Berroa,672642,Josh Kasevich,688460,Gabriel Martinez,683447,Trevor Schwecke,673893,Heston Kjerstad,677008,kjershe01,Colton Cowser,681297,cowseco01,Anthony Bemboom,621532,bemboan01,Jordan Westburg,676059,westbjo01,Daz Cameron,663662,camerda01,Jacob Teter,679628,Maverick Handley,668974,Josh Lester,623507,lestejo02,César Prieto,693409,"Thompson, Z.R.",605507,thompza01,Peacock,676840,peacoma01,Thornton,663423,thorntr01,"Bard, L",572703,bardlu01,"Fernández, Jun",658551,fernaju01,"Irvin, C",608344,irvinco01,Krehbiel,607216,krehbjo01,Givens,571710,givenmy01,Akin,669211,akinke01,Baumann,657508,baumami01,Vespi,663989,vespini01
