game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-03-27,707026,4,5,9,Eric De La Rosa,680763,Daz Cameron,663662,camerda01,Ryan Kreidler,668952,kreidry01,Jack López,605346,lopezja03,Ryan Lavarnway,543432,lavarry01,Parker Meadows,678009,meadopa01,Gage Workman,669398,Spencer Torkelson,679529,torkesp01,Dustin Garneau,572863,garnedu01,Kyle Stowers,669065,stoweky01,Colton Cowser,681297,cowseco01,Jacob Nottingham,641924,nottija01,Yusniel Díaz,666783,diazyu01,Richie Martin,621006,martiri01,Robert Neustrom,680438,Patrick Dorrian,657562,Rylan Bannon,676625,bannory01,Jahmai Jones,663330,jonesja08,"Alexander, T",641302,alexaty01,"Díaz, M",622766,diazmi02,Cisnero,542585,cisnejo01,Hutchison,571800,hutchdr01,"Garcia, B",650530,garcibr01,Means,607644,meansjo01,Lyles,543475,lylesjo01,Fry,643316,frypa01,Sulser,642121,sulseco01,Baker,641329,bakerbr01
