game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2023-03-02,719306,7,4,11,Evan Carter,694497,carteev01,Elier Hernandez,609274,hernael02,Luisangel Acuña,682668,Dustin Harris,687957,Justin Foscue,679822,foscuju01,Blaine Crim,688760,David García,671272,Ryan Dorow,676900,dorowry01,Davis Wendzel,673995,wendzda01,Brian Navarreto,640459,navarbr01,Eric Brown Jr.,687521,Jon Singleton,572138,singljo02,Hedbert Perez,691616,Josh VanMeter,642165,vanmejo01,Monte Harrison,656509,harrimo01,Robert Moore,691001,Hendry Mendez,694230,Eduardo Garcia,682633,Dunning,641540,dunnida01,Burke,656271,burkebr01,King,667463,kingjo01,Vanasco,676568,vanasri01,Jacobsen,670437,Winn,668390,winnco01,Ozuna,642271,Burnes,669203,burneco01,Herb,600355,Gasser,688107,gassero01,Castaneda,674810,Junk,676083,junkja01,Uribe,682842,uribeab01,Boushley,676961,boushca01,Vennaro,691109
