game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2021-03-04,642121,14,14,Justin Toerner,682109,Conner Capel,668843,capelco01,Kramer Robertson,670298,roberkr01,Nolan Gorman,669357,gormano01,John Nogowski,596056,nogowjo01,Scott Hurst,656568,hurstsc01,José Rondón,602922,rondojo02,Tyler Heineman,623168,heinety01,Evan Mendoza,656734,Bryan De La Cruz,650559,delacbr01,Steven Souza Jr.,519306,souzast01,Freudis Nova,671265,Grae Kessinger,666197,kessigr01,Alex De Goti,621008,degotal01,Jose Siri,642350,sirijo01,Jake Meyers,676694,meyerja02,Lorenzo Quintana,679727,Zach Daniels,671113,Martinez,593372,martica04,Warner,677369,"Reyes, Al",621052,reyesal02,"Cabrera, G",650893,cabrege01,"Williams, G",624526,Helsley,664854,helslry01,Gallegos,606149,gallegi01,McCullers Jr.,621121,mcculla02,Martes,642564,martefr01,Ivey,663959,iveyty01,"Raley, B",548384,raleybr01,"Paredes, E",660600,pareden01,Garza Jr.,621248,garzara01,Scheetz,677415
