game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-04-04,706986,6,10,16,Jake Means,689374,Kyle Isbel,664728,isbelky01,Edward Olivares,658668,olivaed02,Robbie Glendinning,674671,Michael Massey,686681,massemi02,Nate Eaton,681987,eatonna01,Logan Porter,682515,portelo01,Ryan O'Hearn,656811,ohearry01,Emmanuel Rivera,656896,riverem01,Jamal O'Guinn,676549,Aramis Garcia,605244,garciar01,Cristian Santana,655996,Tyler Naquin,571980,naquity01,Aristides Aquino,606157,aquinar01,Leo Balcazar,699114,Carlos Jorge,699115,Ariel Almonte,694200,Allen Córdoba,642707,cordoal01,"Keller, B",641745,kellebr01,"Tapia, D",593619,tapiado01,Kowar,663804,kowarja01,Speier,642100,speiega01,Snider,676092,snideco01,Coleman,669395,colemdy01,Gutierrez,661269,gutievl01,Cessa,570666,cessalu01,Hoffman,656546,hoffmje02,Wilson,458677,wilsoju10,Moreta,664294,moretda01,"Warren, A",605521,warrear01
