game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-05,748094,3,5,8,Connor Hollis,667442,Graham Pauley,688363,paulegr01,Óscar Mercado,640458,mercaos01,Clay Dungan,687867,Dillon Head,702977,Kevin Plawecki,608700,plaweke01,Homer Bush Jr.,683344,Cal Mitchell,668751,mitchca01,Mason McCoy,669200,mccoyma01,Andrés Chaparro,665953,Jake McCarthy,664983,mccarja02,Blaze Alexander,677942,alexabl01,Kevin Newman,621028,newmake01,Tristin English,663536,Kyle Garlick,664247,garliky01,Christian Cerda,692416,Albert Almora Jr.,546991,almoral01,Emmanuel Rivera,656896,riverem01,Avila,658648,avilape01,Reynolds,669308,"De Los Santos, E",660853,delosen01,Morejon,670970,morejad01,"Suarez, R",663158,suarero01,Estrada,669093,estraje01,"Nelson, R",669194,nelsory01,"Martinez, Ju",679885,martiju01,Sewald,623149,sewalpa01,Castro,612434,castrmi01,Mantiply,573009,mantijo01,McGough,543518,mcgousc01,Saalfrank,685314,saalfan01
