game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-07-17,661672,11,11,Leury García,544725,garcile02,Yoán Moncada,660162,moncayo01,Josh Harrison,543281,harrijo05,Andrew Vaughn,683734,vaughan01,José Abreu,547989,abreujo02,Gavin Sheets,657757,sheetga01,Reese McGuire,624512,mcguire01,Seby Zavala,664874,zavalse01,Adam Engel,641553,engelad01,Nick Gordon,624503,gordoni01,Kyle Garlick,664247,garliky01,Caleb Hamilton,643348,hamilca01,Gilberto Celestino,665482,celesgi01,Alex Kirilloff,666135,kirilal01,Jose Miranda,669304,miranjo01,Max Kepler,596146,keplema01,Jorge Polanco,593871,polanjo01,Luis Arraez,650333,arraelu01,Cease,656302,ceasedy01,"Kelly, J",523260,kellyjo05,"Ruiz, J",614179,ruizjo01,Archer,502042,archech01,Duffey,608648,duffety01,Thielbar,573204,thielca01,"Smith, Joe",501925,smithjo05,Moran,663558,moranjo01,Cotton,605194,cottojh01,Pagán,641941,paganem01
