game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2023-06-10,717826,4,4,Christopher Morel,666624,morelch01,Trey Mancini,641820,mancitr01,Nick Madrigal,663611,madrini01,Ian Happ,664023,happia01,Mike Tauchman,643565,tauchmi01,Miguel Amaya,665804,amayami01,Dansby Swanson,621020,swansda01,Nico Hoerner,663538,hoernni01,Matt Mervis,670223,mervima01,Blake Sabol,666165,sabolbl01,Michael Conforto,624424,confomi01,Mitch Haniger,571745,hanigmi01,Thairo Estrada,642731,estrath01,Joc Pederson,592626,pederjo01,Brandon Crawford,543063,crawfbr01,LaMonte Wade Jr.,664774,wadela01,Mike Yastrzemski,573262,yastrmi01,J.D. Davis,605204,davisjd01,Hendricks,543294,hendrky01,Merryweather,657240,merryju01,Brebbia,605154,brebbjo01,Junis,596001,junisja01,Manaea,640455,manaese01
