game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-25,747813,4,4,Yoyner Fajardo,679938,Niko Goodrum,592348,goodrni01,Seth Gray,680799,Maddux Houghton,806368,Willie Joe Garry Jr.,681831,Frank Nigro,688507,Anthony Prato,668791,Alex Kirilloff,666135,kirilal01,Rubel Cespedes,686438,Bryson Horne,695587,Cal Conley,695462,Luis Guanipa,806994,Dawson Dimon,682191,Kade Kern,807746,Nick Ward,682187,Jace Grady,800056,Ambioris Tavarez,694222,Yolbert Sanchez,691503,Ober,641927,oberba01,Duarte,650960,duartda01,Staumont,622251,staumjo01,Bowman,621199,bowmama01,Sale,519242,salech01,Matzek,554431,matzety01,"Jiménez, J",641729,jimenjo02,"Iglesias, R",628452,iglesra01,"Munoz, Rol",691548,Hughes,663670,Juan,678478
