game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-02-29,748178,5,5,Yoyner Fajardo,679938,Aaron Sabato,693306,Patrick Winkel,680868,Willie Joe Garry Jr.,681831,Will Holland,683735,Yunior Severino,670870,Anthony Prato,668791,Michael Helman,680737,Jake Rucker,696160,Bryson Horne,695587,Kevin Kilpatrick Jr.,687201,Tyler Tolve,681172,Luke Williams,663897,willilu01,Isaiah Drake,806061,Nacho Alvarez Jr.,805373,Leury García,544725,garcile02,J.P. Martínez,679881,martijp01,Alejo Lopez,664670,lopezal03,Paddack,663978,paddach01,Funderburk,681892,fundeko01,Jensen,686754,Canterino,683764,Headrick,687396,headrbr01,Blewett,656240,blewesc01,Strider,675911,stridsp01,Bummer,607481,bummeaa01,"Jiménez, J",641729,jimenjo02,Minter,621345,minteaj01,Johnson,572955,johnspi01,Logue,656657,logueza01
