game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-03-01,719321,8,6,14,CJ Alexander,680769,Angelo Castellano,613546,Tyler Gentry,694355,Jeison Guzmán,665834,Jakson Reetz,656883,reetzja01,Luca Tresh,681123,Samad Taylor,669392,taylosa04,Robbie Glendinning,674671,Parker Bates,687614,Coco Montes,663796,monteco01,Drew Romo,691011,Zac Veen,691728,Julio Carreras,679734,Michael Toglia,669911,toglimi01,Sean Bouchard,656248,bouchse01,Nolan Jones,666134,jonesno01,Cole Tucker,657061,tuckeco01,Elehuris Montero,660707,monteel01,Singer,663903,singebr01,Dipoto,665167,Lynch IV,663738,lynchda02,"Hernández, C",672578,hernaca04,"Taylor, J",657031,taylojo02,Snider,676092,snideco01,Del Rosario,672529,Feltner,663372,feltnry01,"Bard, D",453268,bardda01,"Valdez, P",570488,valdeph01,Suter,608718,suterbr01,Lamet,659275,lametdi01,Zeuch,643615,zeuchtj01,"Rogers, J",642028,rogerjo01,Calvo,663971,calvobl01
