game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID
2021-04-26,634345,2,1,3,Nick Maton,665155,matonni01,Bryce Harper,547180,harpebr03,Héctor Neris,593576,nerishe01,J.T. Realmuto,592663,realmjt01,Alec Bohm,664761,bohmal01,Scott Kingery,664068,kingesc01,Odúbel Herrera,546318,herreod01,Rhys Hoskins,656555,hoskirh01,Didi Gregorius,544369,gregodi01,Dylan Carlson,666185,carlsdy01,Nolan Arenado,571448,arenano01,Justin Williams,642211,williju02,Matt Carpenter,572761,carpema01,Tyler O'Neill,641933,oneilty01,Paul DeJong,657557,dejonpa01,Paul Goldschmidt,502671,goldspa01,Tommy Edman,669242,edmanto01,Yadier Molina,425877,molinya01,Wheeler,554430,wheelza01,Neris,593576,nerishe01,Wainwright,425794,wainwad01
