game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-22,747851,3,3,6,Colin Davis,695342,Colt Emerson,806068,Charlie Pagliarini,813860,Brock Rodden,801126,Gabriel Moncada,682732,Bill Knight,681098,Samad Taylor,669392,taylosa04,Axel Sanchez,692046,Harry Ford,695670,Wyatt Crenshaw,809846,Neyfy Castillo,678689,Jake McCarthy,664983,mccarja02,Blaze Alexander,677942,alexabl01,Lyle Lin,670076,Kevin Newman,621028,newmake01,Jace Peterson,607054,peterja01,Brett Johnson,805842,Emmanuel Rivera,656896,riverem01,Hancock,676106,hancoem01,Krehbiel,607216,krehbjo01,Kelley,665001,kelletr01,Holloway,656548,hollojo01,Poppen,664092,poppese01,Curvelo,681168,"Nelson, R",669194,nelsory01,"Nelson, K",669459,nelsoky01,"Thompson, R",657044,thompry02,McGough,543518,mcgousc01,Hughes,676714,hughebr01,Montes De Oca,801216
