game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-17,641967,2,3,5,Johneshwy Fargas,641561,fargajo01,Drew Ferguson,664916,Brandon Drury,592273,drurybr01,Wilfredo Tovar,541600,tovarwi01,Patrick Mazeika,664850,mazeipa01,José Peraza,606299,perazjo01,Jeff McNeil,643446,mcneije01,Pete Crow-Armstrong,691718,crowape01,Caleb Joseph,543376,josepca01,Eddy Alvarez,657193,alvared01,Joe Dunand,656388,dunanjo01,Monte Harrison,656509,harrimo01,Lewis Brinson,621446,brinsle01,Anthony Bender,669622,bendean01,Luis Marté,606336,martelu02,Magneuris Sierra,642423,sierrma01,Sandy León,506702,leonsa01,Demetrius Sims,676443,Lucchesi,664192,lucchjo01,Gsellman,607229,gsellro01,"Barnes, J",606930,barneja01,Hunter,488984,hunteto02,Tarpley,605501,tarplst01,"Díaz, Y",660546,diazye01,"Alcantara, S",645261,alcansa01,Cimber,643256,cimbead01,Bass,542914,bassan01,"García, Y",554340,garciyi01,Bender,669622,bendean01
