game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-02-29,748175,12,9,21,Cal Conley,695462,Justin Dean,681909,Drake Baldwin,686948,Kade Kern,807746,Cade Bunnell,685298,Robert Gonzalez,800385,Ethan Workinger,689688,Ryan Casteel,592205,Ambioris Tavarez,694222,Greg Jones,675659,Tristan Peters,671976,Tanner Murray,695020,Kenny Piper,700652,Austin Shenton,668853,shentau01,Carson Williams,700246,Jake Mangum,663968,Curtis Mead,678554,meadcu01,Rob Brantly,542963,brantro01,Dodd,689266,dodddy01,Kerr,678061,kerrra01,Walsh,673904,walshja02,Culberson,518586,culbech01,Holmes,656550,Halligan,701856,"Wilson, Bro",676570,Parrish,669283,Eflin,621107,eflinza01,Vernon,694391,Uwasawa,683822,uwasana01,Uceta,670955,ucetaed01,"Smith, B",572143,smithbu03,Sterner,686993,Record,682489,Askew,681094
