gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID
632400,2021-09-22,4,5,9,Luis Arraez,650333,arraelu01,Brent Rooker,667670,rookebr01,Josh Donaldson,518626,donaljo02,Max Kepler,596146,keplema01,Miguel Sanó,593934,sanomi01,Nick Gordon,624503,gordoni01,Ryan Jeffers,680777,jeffery01,Andrelton Simmons,592743,simmoan01,Joe Ryan,657746,ryanjo04,Rafael Ortega,542364,ortegra01,Frank Schwindel,643524,schwifr01,Patrick Wisdom,621550,wisdopa01,Ian Happ,664023,happia01,Matt Duffy,622110,duffyma01,Robinson Chirinos,455139,chiriro01,Nico Hoerner,663538,hoernni01,Trayce Thompson,572204,thomptr01,Kyle Hendricks,543294,hendrky01,Kyle Hendricks,543294,hendrky01,Joe Ryan,657746,ryanjo04,Adam Morgan,605388,morgaad01,Adbert Alzolay,640470,alzolad01,Rowan Wick,592858,wickro01,Codi Heuer,676051,heuerco01,Juan Minaya,573668,minayju01,Tyler Duffey,608648,duffety01,Jorge Alcala,660896,alcaljo01,Alex Colomé,517008,colomal01
