game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-09,719206,6,7,13,Curtis Terry,663799,terrycu01,Heston Kjerstad,677008,kjershe01,Robert Neustrom,680438,Maverick Handley,668974,Coby Mayo,691723,Jackson Holliday,702616,hollija01,Daz Cameron,663662,camerda01,Connor Norby,681393,César Prieto,693409,Kody Clemens,665019,clemeko01,Darick Hall,669742,hallda02,Josh Harrison,543281,harrijo05,Jim Haley,670113,Max McDowell,664120,Weston Wilson,642215,wilsowe01,John Hicks,543308,hicksjo02,Símon Muzziotti,665922,muzzisi01,Dalton Guthrie,656495,guthrda01,"Wells, T",669330,wellsty01,McSweeney,669682,Politi,681555,Conroy,681795,Zimmermann,669145,zimmebr02,Krehbiel,607216,krehbjo01,"Nola, Aa",605400,nolaaa01,Kimbrel,518886,kimbrcr01,Domínguez,622554,dominse01,Bellatti,571479,bellaan01,"Nelson, N",656793,nelsoni01,Jewell,657228,jewelja01,Moore,686842,mooremc01
