game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-06,641986,2,3,5,Mike Ford,645801,fordmi01,Thairo Estrada,642731,estrath01,Thomas Milone,641882,Kyle Higashioka,543309,higasky01,Sócrates Brito,593647,britoso01,Clint Frazier,640449,frazicl01,Andrew Velazquez,623205,velazan01,Michael Beltre,642461,Tyler Wade,642180,wadety01,Will Craig,643269,craigwi01,Canaan Smith-Njigba,675986,smithca05,Oneil Cruz,665833,cruzon01,Travis Swaggerty,680552,swaggtr01,Joe Hudson,621529,hudsojo03,Mason Martin,676733,Cal Mitchell,668751,mitchca01,Hunter Owen,670462,owenhu01,Ji Hwan Bae,678225,baeji01,Taillon,592791,taillja01,Chacín,468504,chacijh01,Lane,670065,Otto,657248,ottogl01,Cessa,570666,cessalu01,Warren,476589,warread01,Ponce,664074,ponceco01,"Fulmer, C",608334,fulmeca01,Hartlieb,664129,hartlge01,Mears,683232,mearsni01,Ogle,669180,Spitzbarth,665661,spitzsh01
