game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2024-04-22,746723,7,7,Brandon Marsh,669016,marshbr02,J.T. Realmuto,592663,realmjt01,Kody Clemens,665019,clemeko01,Nick Castellanos,592206,casteni01,Alec Bohm,664761,bohmal01,Bryson Stott,681082,stottbr01,Kyle Schwarber,656941,schwaky01,Johan Rojas,679032,rojasjo03,Trea Turner,607208,turnetr01,Bubba Thompson,669352,thompbu01,Elly De La Cruz,682829,delacel01,Jeimer Candelario,600869,candeje01,Santiago Espinal,669289,espinsa01,Spencer Steer,668715,steersp01,Tyler Stephenson,663886,stephty01,Christian Encarnacion-Strand,687952,encarch01,Nick Martini,605361,martini02,Stuart Fairchild,656413,faircst01,"Suárez, R",624133,suarera01,"Soto, G",642397,sotogr01,Hoffman,656546,hoffmje02,"Greene, H",668881,greenhu01,Legumina,668984,legumca01
