game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2022-03-17,707019,1,14,15,Tim Beckham,542921,beckhti01,Brent Rooker,667670,rookebr01,Kyle Garlick,664247,garliky01,Caleb Hamilton,643348,hamilca01,Curtis Terry,663799,terrycu01,Austin Martin,668885,martiau01,Derek Fisher,605233,fishede01,Jose Miranda,669304,miranjo01,Gilberto Celestino,665482,celesgi01,Tyreque Reed,676627,Izzy Wilson,661250,Hudson Potts,668888,Elih Marrero,663503,David Hamilton,666152,hamilda03,Ceddanne Rafaela,678882,rafaece01,Nick Sogard,686765,Christian Koss,683766,Jeisson Rosario,671271,Sands,663485,sandsco01,Sammons,676614,Schulfer,662165,Gross,682199,Funderburk,681892,fundeko01,"Acosta, M",666673,"Sanchez, M",532936,Feliz,593140,felizmi01,"Cole, T",518566,coleta01,Murphy,669684,murphch01,Politi,681555,"Kelly, Z",677161,kellyza01,Schreiber,670167,schrejo01,Danish,641501,danisty01,Hartlieb,664129,hartlge01
