game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-03,748119,10,4,14,Owen Miller,680911,milleow01,Blake Perkins,663368,perkibl01,Vinny Capra,681962,capravi01,Andy Yerzy,647378,Tyler Black,672012,blackty01,Yophery Rodriguez,806983,Lamar Sparks,676473,Chris Roller,676896,rollech01,Andruw Monasterio,655316,monasan01,Andrés Chaparro,665953,J.J. D'Orazio,683490,Kevin Newman,621028,newmake01,Tristin English,663536,Wilderd Patiño,679741,Kristian Robinson,677565,Brett Johnson,805842,Jancarlos Cintron,676857,Jansel Luis,800306,"Peralta, F",642547,peralfr01,"Hall, DL",669084,halldl01,Uribe,682842,uribeab01,"Peguero, E",665625,pegueel01,Megill,656730,megiltr01,Bukauskas,656266,bukaujb01,"Rodriguez, Ed",593958,rodried05,Grammes,682202,Jarvis,686826,jarvibr01,"Castillo, J",620454,castijo03,"Green, J",681401,Chalmers,663793,"Rodriguez, C",669735,rodrich01
