game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-07,748074,5,7,12,Tim Tawa,694374,Cristofer Torin,800198,Andy Weber,681581,Wyatt Crenshaw,809846,Tristin English,663536,Kristian Robinson,677565,Brett Johnson,805842,Kevin Sim,691726,Jorge Barrosa,678489,barrojo01,Sebastian Walcott,806964,Abimelec Ortiz,694673,Aaron Zavala,701648,Cameron Cauley,695508,Kellen Strahm,687005,José Godoy,608422,godoyjo01,Keyber Rodriguez,677601,Josh Hatcher,677049,Trevor Hauver,669386,Gallen,668678,galleza01,Cecconi,677944,ceccosl01,"Castillo, J",620454,castijo03,"Thompson, R",657044,thompry02,"Nelson, K",669459,nelsoky01,"Green, J",681401,Ureña,570632,urenajo01,Yates,489446,yateski01,"Taylor, B",642130,taylobl01,"Anderson, G",681982,andergr01,Shreve,592741,shrevch01,"Holder, J",656547,holdejo02,Wolfram,664991
