game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2021-03-24,642120,6,5,11,Curtis Terry,663799,terrycu01,Yonny Hernández,660634,hernayo02,Matt Whatley,675662,Jonathan Ornelas,680716,orneljo01,Cody Freeman,683227,Davis Wendzel,673995,wendzda01,Anderson Tejeda,660731,tejedan01,Steele Walker,667727,walkest01,Adolis García,666969,garciad02,Mike Freeman,502273,freemmi01,Mark Kolozsvary,656627,kolozma01,Alex Blandino,607468,blandal01,Max Schrock,621011,schroma01,Alejo Lopez,664670,lopezal03,Narciso Crook,643271,crookna01,Nicky Delmonico,547170,delmoni01,Jose Barrero,676480,garcijo02,Aristides Aquino,606157,aquinar01,"Yang, H",660365,yanghy01,de Geus,676969,degeubr01,Cody,621129,codyky01,"Wood, H",621056,woodhu01,Santillan,663574,santito01,Moreta,664294,moretda01,Gutierrez,661269,gutievl01,Doolittle,448281,doolise01,"Romano, S",607219,romansa01,Bedrosian,592135,bedroca01,"García, E",658305,garcied01,Alaniz,595798,alanirj01
