game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2021-03-08,642089,6,4,10,Mark Payton,592622,paytoma01,TJ Friedl,670770,friedtj01,Kyle Holder,664060,Alfredo Rodriguez,670895,Alejo Lopez,664670,lopezal03,Deivy Grullón,620453,grullde01,Nicky Delmonico,547170,delmoni01,Aristides Aquino,606157,aquinar01,Dwight Smith Jr.,596105,smithdw02,Ryan Vilade,668723,viladry01,Heath Holder,595988,Eric Stamets,608715,stameer01,Jesus Tinoco,622786,tinocje01,Bret Boswell,641385,Greg Bird,595885,birdgr01,Jose Gomez,650506,Colton Welker,666213,welkeco01,José Briceño,593993,bricejo01,Antone,622088,antonte01,Hoffman,656546,hoffmje02,"Perez, H",660431,perezhe02,Bedrosian,592135,bedroca01,Biddle,592145,biddlje01,Freeland,607536,freelky01,Castellani,624418,castery01,Gilbreath,656458,gilbrlu01,"Bard, D",453268,bardda01,Givens,571710,givenmy01,"Smith, C",663385,smithch12,"Holder, H",595988,Tinoco,622786,tinocje01
