game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-26,748339,7,2,9,Nathan Church,701675,Mike Antico,690443,Thomas Saggese,695336,R.J. Yeager,694271,Jacob Buchberger,689750,Masyn Winn,691026,winnma01,Victor Scott II,687363,scottvi01,Pedro Pagés,686780,pagespe02,Jimmy Crooks,699625,Jefferson Rojas,800473,Casey Opitz,676053,Haydn McGeary,702333,Ezequiel Pagan,681868,Liam Spence,687608,Matt Shaw,807713,Hayden Cantrelle,676463,Christian Franklin,681047,Kevin Alcántara,682634,Gibson,502043,gibsoky01,Gallegos,606149,gallegi01,Kittredge,552640,kittran01,"Romero, J",668941,romerjo01,Helsley,664854,helslry01,Imanaga,684007,imanash01,Nahas,687481,Almonte,622075,almonye01,Scalzo Jr.,700794,Arias,683522,Leigh,684949,"Romero, Jo",696098
