game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_9_Name,Home_P_9_ID
2022-03-21,706845,13,6,19,Weston Wilson,642215,wilsowe01,Brice Turang,668930,turanbr02,Jamie Westbrook,642197,Mark Mathias,664029,mathima01,Joey Wiemer,686894,wiemejo01,Sal Frelick,686217,frelisa01,Jakson Reetz,656883,reetzja01,Garrett Whitley,663605,Andruw Monasterio,655316,monasan01,Diego Rincones,665651,Jimmy Glowenke,694368,Brett Auerbach,682266,Will Toffey,657780,Tyler Fitzgerald,666149,fitzgty01,Armani Smith,669702,Will Wilson,669717,Grant McCray,687529,Luis Matos,682641,matoslu02,Houser,605288,housead01,Hader,623352,haderjo01,Gott,641627,gotttr01,Gustave,594311,gustaja01,Lindblom,458676,lindbjo01,Barker,673316,barkelu01,Gomez,656001,Wood,622072,woodal02,"Castro, K",665645,castrke01,"Marte, Y",628708,marteyu01,"Ortiz, L.F.",656814,ortizlu02,"Espinal, R",642659,espinra01,Carasiti,571539,carasma01,Russell,676707,Fenter,663383,Toplikar,657050
