game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2023-03-08,719213,2,2,4,Robert Perez Jr.,672596,Jonatan Clase,682729,clasejo01,Kean Wong,642221,wongke01,Jacob Nottingham,641924,nottija01,Jake Scheiner,676595,Leo Rivas,660844,rivasle01,Kaden Polcovich,687659,Drew Ellis,656403,ellisdr01,Alberto Rodriguez,679754,Ryan Ward,669899,Diego Cartaya,682616,Eddys Leonard,678760,Drew Avans,682183,Devin Mann,669471,Jorbit Vivas,678391,Jahmai Jones,663330,jonesja08,Hunter Feduccia,676439,Andy Pages,681624,pagesan01,"Gilbert, L",669302,gilbelo01,Hancock,676106,hancoem01,Gott,641627,gotttr01,Murfee,682171,murfepe01,Dollard,693440,O'Brien,676617,obrieri01,Sweet,682967,sweetde01,Grove,675627,grovemi01,"Phillips, E",623465,phillev01,Ferguson,657571,ferguca01,Nelson,519076,nelsoji02,"Miller, S",571946,millesh01,Vesia,681911,vesiaal01,Cyr,664202,cyrty01,Dodson,663541
