game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2024-03-18,747909,3,4,7,Gabriel Rincones Jr.,687282,David Dahl,621311,dahlda01,Otto Kemp,805249,Justin Crawford,702222,Bryan Rincon,804858,William Bergolla,703151,William Simoneit,686766,Carlos De La Cruz,678926,Emaarion Boyd,702708,Max Burt,661733,Oswaldo Cabrera,665828,cabreos01,Jose Rojas,670351,rojasjo02,Greg Allen,656185,allengr01,Giancarlo Stanton,519317,stantmi03,Alexander Vargas,683061,Ben Rortvedt,666163,rortvbe01,Jorbit Vivas,678391,Jahmai Jones,663330,jonesja08,Strahm,621381,strahma01,Hoffman,656546,hoffmje02,Domínguez,622554,dominse01,"Soto, G",642397,sotogr01,Brice,592169,briceau01,"Pinto, R",620982,pintori01,Lazar,676661,Lehman,656647,Rodón,607074,rodonca01,"Hamilton, I",641656,hamilia01,Loáisiga,642528,loaisjo01,Poteet,547001,poteeco01
