game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-03-01,719331,2,1,3,Luis De Los Santos,665782,Phil Clarke,671287,LJ Talley,663544,Will Robertson,683770,Rainer Nunez,678742,Zac Cook,674330,Damiano Palmegiani,671913,Jamie Ritchie,657739,Gabriel Martinez,683447,Heston Kjerstad,677008,kjershe01,Colton Cowser,681297,cowseco01,Coby Mayo,691723,Lewin Díaz,650331,diazle01,Anthony Bemboom,621532,bemboan01,Josh Lester,623507,lestejo02,Jackson Holliday,702616,hollija01,Daz Cameron,663662,camerda01,Connor Norby,681393,Kikuchi,579328,kikucyu01,"Thompson, Z.R.",605507,thompza01,Thornton,663423,thorntr01,"Fernández, Jul",642759,fernaju02,Peacock,676840,peacoma01,"Hernandez, A",681753,Juenger,696522,"Irvin, C",608344,irvinco01,Voth,608723,vothau01,Akin,669211,akinke01,"Pérez, C",672335,perezci01,Gillaspie,670810,gillalo01,Dowdy,664871,dowdyky01,Uvila,664114
