game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-03-07,748067,8,2,10,Darrien Miller,687152,Jadher Areinamo,699130,Yophery Rodriguez,806983,Luke Adams,702726,Daniel Guilarte,694206,Gregory Barrios,699126,Reidy Mercado,680586,Reece Walling,800617,Dylan O'Rae,802506,Mark Payton,592622,paytoma01,Braden Shewmake,669699,shewmbr01,Gavin Sheets,657757,sheetga01,Tim Elko,671284,Zach Remillard,621545,remilza01,Peyton Burdick,680814,burdipe01,Rafael Ortega,542364,ortegra01,Korey Lee,686676,leeko01,Mike Moustakas,519058,moustmi01,Ashby,676879,ashbyaa01,Polancic,666302,Uribe,682842,uribeab01,"Peguero, E",665625,pegueel01,Woessner,681216,Wichrowski,814489,King,659381,Cease,656302,ceasedy01,Leasure,673929,leasujo01,"Shaw, B",543766,shawbr01,Ellard,686642,Speas,666208,speasal01,Banks,621383,banksta01,"Hill, T",657612,hillti01,Cousins,664776,cousija01
