game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-29,706918,10,10,Brandon McIlwain,666140,Carlos Rincon,665779,Justin Guerrera,702478,Nick Dini,664926,dinini01,J.D. Davis,605204,davisjd01,Stanley Consuegra,681679,Shervyen Newton,665989,Cody Bohanek,676378,Daniel Palka,594953,palkada01,Luis Aviles Jr.,641323,Brian Miller,675649,millebr03,Brady Allen,680918,Thomas Jones,666196,Santiago Chávez,622700,Troy Johnston,687859,Charles Leblanc,641779,leblach01,Bryson Brigman,624417,JJ Bleday,668709,bledajj01,Bassitt,605135,bassich01,Orze,679358,Peña,570240,penafe01,Shreve,592741,shrevch01,Reid-Foley,656887,reidfse01,"López, P",641154,lopezpa01,Bender,669622,bendean01,Pop,647315,popza01,Yacabonis,642231,yacabji01,Dayton,594795,daytogr01,Brazoban,623211,brazohu01
