game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-19,719048,1,1,Jaden Rudd,701437,Ernie Clement,676391,clemeer01,Vinny Capra,681962,capravi01,Rafael Lantigua,672463,Spencer Horwitz,687462,horwisp01,Phil Clarke,671287,Wynton Bernard,592144,bernawy01,Addison Barger,680718,bargead01,Santiago Espinal,669289,espinsa01,Niko Hulsizer,680881,Vidal Bruján,660644,brujavi01,Josh Lowe,666139,lowejo01,Jordan Qsar,682040,Nick Dini,664926,dinini01,Wander Franco,677551,francwa01,Gavin Collins,641468,Ben Gamel,592325,gamelbe01,Tristan Gray,656484,graytr01,Manoah,666201,manoaal01,"Richards, T",670950,richatr01,"García, Y",554340,garciyi01,Rasmussen,656876,rasmudr01,Fairbanks,664126,fairbpe01,Beeks,656222,beeksja02,Cleavinger,664076,cleavga01,"Thompson, R",657044,thompry02
