game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-03-10,748033,12,8,20,Mike Antico,690443,Michael Siani,672279,sianimi01,Thomas Saggese,695336,Matt Koperniak,689288,Luken Baker,663609,bakerlu01,Alfonso Rivas III,663845,rivasal01,Jeremy Rivas,692405,César Prieto,693409,Jimmy Crooks,699625,Troy Johnston,687859,Will Banfield,677943,Yiddi Cappe,691268,Brock Vradenburg,802544,José Devers,672701,deverjo01,Griffin Conine,665052,Mark Coley II,696501,Javier Sanoja,691594,Jonathan Guzmán,666695,Graceffo,700669,Roycroft,688297,roycrch01,Rom,680723,romdr01,King,667463,kingjo01,Kittredge,552640,kittran01,Roby,694358,"Cabrera, E",665795,cabreed02,Smeltzer,656970,smeltde01,Andriese,542882,andrima01,Villalobos,681871,villael02,"Scott, Tan",656945,scottta01,McCambley,685112,Henzman,669205,Tyler,667725,tylerky01
