game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-11,641551,2,2,Dalton Kelly,665138,Moisés Gómez,664332,Wander Franco,677551,francwa01,Esteban Quiroz,606019,quiroes01,Tristan Gray,656484,graytr01,Miles Mastrobuoni,670156,mastrmi01,Ryan Boldt,624416,Xavier Edwards,669364,edwarxa01,René Pinto,650907,pintore02,Michael Harris II,671739,harrimi04,Braden Shewmake,669699,shewmbr01,Sean Kazmar Jr.,453527,kazmase01,Jake Lamb,571875,lambja01,Jonathan Morales,664966,Bryce Ball,668787,Ryan Goins,572365,goinsry01,Guillermo Heredia,628338,heredgu01,Abraham Almonte,501659,almonab01,Glasnow,607192,glasnty01,McHugh,543521,mchugco01,Fairbanks,664126,fairbpe01,Ellis,595939,ellisch01,Wright,657140,wrighky01,"Jones, N",518858,jonesna01,Matzek,554431,matzety01,Weigel,622256,weigepa01,Dayton,594795,daytogr01,Jackson,592426,jackslu01
