game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2023-03-10,719179,5,6,11,Werner Blakely,690956,Jordyn Adams,677941,adamsjo03,Andrew Velazquez,623205,velazan01,Adrian Placencia,691269,Arol Vera,691186,Luis Barrera,642456,barrelu01,Trey Cabbage,663550,cabbatr01,José Godoy,608422,godoyjo01,Kyren Paris,677347,parisky01,Ryan Ward,669899,Jonny DeLuca,676356,delucjo01,Diego Cartaya,682616,Eddys Leonard,678760,Drew Avans,682183,Steven Duggar,621453,duggast01,Luke Williams,663897,willilu01,Jorbit Vivas,678391,Bradley Zimmer,605548,zimmebr01,Detmers,672282,detmere01,Walters,663534,waltena01,Erla,680451,Mederos,682989,medervi01,Murphy,684665,Yovan,668719,Kershaw,477132,kershcl01,Jackson,656578,jacksan01,Washington,675976,"Reed, J",596082,reedja02,Hagenman,663795
