game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-02-28,748194,5,3,8,Andrew Navigato,685382,Brady Allen,680918,Eliezer Alfonzo,672613,Anthony Bemboom,621532,bemboan01,Wenceel Pérez,672761,perezwe01,Keston Hiura,669374,hiurake01,Seth Stephenson,700931,Carlos Mendoza,685332,Corey Joyce,687144,Matt Gorski,685301,Sergio Alcántara,642727,alcanse01,Canaan Smith-Njigba,675986,smithca05,Jack Brannigan,687394,Joe Perez,669309,perezjo02,Jake Lamb,571875,lambja01,Abrahan Gutierrez,670868,Termarr Johnson,702261,Grant Koch,667428,Skubal,669373,skubata01,Lange,656638,langeal01,Englert,669438,englema01,"Vasquez, A",607755,vasquan02,Wingenter,622259,wingetr01,"Reyes, An",681938,Priester,682990,priesqu01,Jones,683003,jonesja09,Ryan,656924,ryanry01,Chapman,547973,chapmar01,Holderman,670059,holdeco01,Fleming,676596,flemijo01,Moreta,664294,moretda01,Honeywell,641703,honeybr01
