game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2024-03-10,748025,3,5,8,Steven Kwan,680757,kwanst01,Daniel Schneemann,682177,Jhonkensy Noel,678877,Johnathan Rodriguez,671286,rodrijo10,Petey Halpin,690984,Christian Cairo,686551,Lorenzo Cedrola,661411,Bryan Lavastida,681526,lavasbr01,Juan Brito,682877,Mike Ford,645801,fordmi01,Austin Callahan,702472,P.J. Higgins,664731,higgipj01,Bubba Thompson,669352,thompbu01,Johnny Ascanio,691392,Conner Capel,668843,capelco01,Hernán Pérez,541650,perezhe01,Jose Torres,686958,Stuart Fairchild,656413,faircst01,Curry,675540,curryxz01,Cantillo,676282,Banda,607455,bandaan01,Leftwich,676393,Lodolo,666157,lodolni01,Suter,608718,suterbr01,"Farmer, B",571656,farmebu01,"Cruz, F",518585,cruzfe01,"Gilbert, T",656457,gilbety01,Kriske,621139,kriskbr01,Bruihl,677865,bruihju01,Gray,682608
