game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-02-25,748241,6,3,9,Brady House,691781,Brenner Cox,702685,Nasim Nuñez,683083,nunezna01,Jake Alu,666906,aluja01,Lewin Díaz,650331,diazle01,Darren Baker,671117,Dylan Crews,686611,Robert Hassell III,690987,Israel Pineda,672832,pinedis01,José Devers,672701,deverjo01,Griffin Conine,665052,Paul McIntosh,682192,Bennett Hostetler,702315,Jacob Berry,694351,Troy Johnston,687859,Tristan Gray,656484,graytr01,Javier Sanoja,691594,Marty Costes,664753,Gore,669022,gorema01,"Irvin, J",663623,irvinja01,"Perdomo, L",606131,perdolu02,Finnegan,640448,finneky01,"Harvey, H",640451,harvehu01,Willingham,686294,william01,La Sorsa,686747,lasorjo01,Luzardo,666200,luzarje01,Bender,669622,bendean01,Smeltzer,656970,smeltde01,McCambley,685112,Faucher,676534,fauchca01,Jozwiak,685001,Monteverde,687287,"Maldonado, A",687424,maldoan01
