game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2024-03-05,748101,2,2,José Devers,672701,deverjo01,Griffin Conine,665052,Jacob Amaya,676070,amayaja01,Jhonny Pereda,640902,peredjh01,Victor Mesa Jr.,683748,Curt Casali,592200,casalcu01,Javier Sanoja,691594,Marty Costes,664753,Brock Vradenburg,802544,Shay Whitcomb,694376,Grae Kessinger,666197,kessigr01,Corey Julks,667452,julksco01,Joey Loperfido,694388,loperjo01,Trey Cabbage,663550,cabbatr01,Kenedy Corona,685744,José Abreu,547989,abreujo02,David Hensley,682073,henslda01,César Salazar,663967,salazce01,"Rogers, Tr",669432,rogertr01,Weathers,677960,weathry01,"Soriano, G",666277,soriage01,Hoeing,663773,hoeinbr01,Gutierrez,661269,gutievl01,Blanco,669854,blancro01,Strotman,675977,Suero,593833,suerowa01,"Scott, Tay",605463,scottta02,Tamarez,685377,Gaither,668877
