game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2024-03-14,747969,1,5,6,Caleb Hamilton,643348,hamilca01,Jorge Ruiz,702409,Tucker Flint,687272,Livan Soto,670869,sotoli01,Cole Fontenelle,694304,Jack López,605346,lopezja03,Sam Brown,694848,Jo Adell,666176,adelljo01,Nelson Rada,703185,Brett Phillips,621433,phillbr02,Mark Payton,592622,paytoma01,Braden Shewmake,669699,shewmbr01,Brooks Baldwin,681460,Zach Remillard,621545,remilza01,Danny Mendick,664901,mendida01,Rafael Ortega,542364,ortegra01,Dominic Fletcher,666150,fletcdo01,Chuckie Robinson,642020,robinch04,Anderson,542881,anderty01,Pomeranz,519141,pomerdr01,"Suarez, J",660761,suarejo01,Soroka,647336,sorokmi01,Crochet,676979,crochga01,Chavez,445926,chaveje01,Leone,608678,leonedo01
