game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-05,748102,5,6,11,Ernie Clement,676391,clemeer01,Miguel Hiraldo,677599,Cam Eden,686490,edenca01,Alan Roden,702176,Will Robertson,683770,Brian Serven,661531,servebr01,Andres Sosa,703245,Addison Barger,680718,bargead01,Damiano Palmegiani,671913,Matt Gorski,685301,Liover Peguero,678894,pegueli01,Sergio Alcántara,642727,alcanse01,Jase Bowen,687749,Ali Sánchez,645305,sanchal04,Abrahan Gutierrez,670868,Billy McKinney,641856,mckinbi01,Gilberto Celestino,665482,celesgi01,Tsung-Che Cheng,691907,Berríos,621244,berrijo01,"White, M",669952,whitemi03,Jennings,688214,Juenger,696522,Jones,683003,jonesja09,Priester,682990,priesqu01,Falter,663559,falteba01,"Hernandez, J",669796,hernajo03,Honeywell,641703,honeybr01,Flowers,669001,Sullivan,696155
