game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-02-28,641561,6,7,13,Yairo Muñoz,622168,munozya01,Michael Chavis,656308,chavimi01,Jeter Downs,669023,downsje01,César Puello,527049,puellce01,Jett Bandy,542908,bandyje01,Jonathan Araúz,660620,arauzjo01,Kole Cottam,663526,Josh Ockimey,656807,Jeisson Rosario,671271,Nick Gordon,624503,gordoni01,Kyle Garlick,664247,garliky01,Caleb Hamilton,643348,hamilca01,Keon Broxton,542979,broxtke01,Jose Miranda,669304,miranjo01,Aaron Sabato,693306,Ben Rortvedt,666163,rortvbe01,Drew Maggi,543482,maggidr01,Gilberto Celestino,665482,celesgi01,Eovaldi,543135,eovalna01,Simpson,643539,Bazardo,660825,bazared01,Blair,518464,Gonsalves,624427,gonsast01,Gossett,605254,gosseda01,Ort,672391,ortka01,Smeltzer,656970,smeltde01,Robles,570663,robleha01,"Rogers, Ta",573124,rogerta01,Duffey,608648,duffety01,Hackimer,664785,Stashak,664054,stashco01,"Hamilton, I",641656,hamilia01
