game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-02-27,748211,2,5,7,Hao-Yu  Lee,701678,Jake Holton,687724,Eliezer Alfonzo,672613,Austin Murr,689456,Dillon Dingler,693307,Andre Lipcius,686531,lipcian01,Carlos Mendoza,685332,Corey Joyce,687144,Ben Malgeri,701162,Dylan Beavers,687637,Diego A. Castillo,660636,castidi02,Enrique Bradfield Jr.,690961,Frederick Bencosme,695930,Billy Cook,695257,Kyle Stowers,669065,stoweky01,Maverick Handley,668974,Jud Fabian,682983,Errol Robinson,642021,Manning,666159,mannima02,Guenther,674944,guentse01,Sweet,682967,sweetde01,Tassin,687001,Madden,680744,Lockhart,679712,Magno,687841,"Rodriguez, G",680570,rodrigr01,Tate,622253,tatedi01,Baumann,657508,baumami01,Vespi,663989,vespini01,McDermott,694646,Gillies,687482,Pham,702129
