game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2023-03-28,718929,7,5,12,Cal Conley,695462,Kevin Kilpatrick Jr.,687201,Geraldo Quintero,684852,Ehire Adrianza,501303,adriaeh01,Drew Lugbauer,656666,Jacob Pearson,669245,Nacho Alvarez Jr.,805373,Kevin Pillar,607680,pillake01,Alexander Martinez,800329,Niko Kavadas,694359,Yu Chang,644374,changyu01,Connor Wong,657136,wongco01,Matthew Lugo,683090,Jarren Duran,680776,duranja01,Christian Koss,683766,Tyler Dearden,676280,Edwin Díaz,641521,Matt Donlan,804596,"Morton, C",450203,mortoch02,Segal,669393,Shuster,694363,shustja01,Vodnik,680767,vodnivi01,McSteen,701151,"Riley, T",681803,"Crawford, K",676710,crawfku01,Bleier,542947,bleieri01,Schreiber,670167,schrejo01,Ort,672391,ortka01,"De La Rosa, L",682915,Denlinger,690281
