game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-12,748004,1,4,5,Yolmer Sánchez,570560,sanchca01,Ji Man Choi,596847,choiji01,Carlos Cortes,666126,Jose Iglesias,578428,iglesjo01,Tomás Nido,621512,nidoto01,Zack Short,670097,shortza01,Rhylan Thomas,689041,Stanley Consuegra,681679,JT Schwartz,681286,Brady House,691781,Ildemaro Vargas,545121,vargail01,James Wood,695578,Alex Call,669743,callal02,Lewin Díaz,650331,diazle01,Darren Baker,671117,Drew Millas,686452,milladr01,Dylan Crews,686611,Jacob Young,696285,youngja03,Quintana,500779,quintjo01,Lucchesi,664192,lucchjo01,Clenney,669639,"Garrett, R",657585,garrere01,Gore,669022,gorema01,La Sorsa,686747,lasorjo01,"Barnes, M",598264,barnema01,"Harvey, H",640451,harvehu01,Finnegan,640448,finneky01
