game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-11,719170,3,3,Nelson Medina,678729,Michael Hermosillo,641684,hermomi01,Luis Santos,676021,Mickey Gasper,681508,Matt Pita,681862,Wilmer Difo,594694,difowi01,Chad Bell,687382,Eduardo Torrealba,665908,Spencer Henson,687136,Nick Gonzales,693304,gonzani01,Endy Rodríguez,682848,rodrien01,Travis Swaggerty,680552,swaggtr01,Ryan Vilade,668723,viladry01,Kevin Plawecki,608700,plaweke01,Jason Delay,641511,delayja01,Jared Triolo,669707,triolja01,Cal Mitchell,668751,mitchca01,Andrés Alvarez,687019,Weber,543901,weberry01,"Hamilton, I",641656,hamilia01,"Ramirez, N",598286,ramirni01,"Santos, L",670873,Boyle,682044,Oviedo,670912,oviedjo01,"Hernandez, J",669796,hernajo03,Holderman,670059,holdeco01,Mlodzinski,669387,mlodzca01,Moreta,664294,moretda01,Huang,658791,huangwe01,Bolton,675989,boltoco01
