game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-21,642116,6,11,17,Mike Freeman,502273,freemmi01,Sal Romano,607219,romansa01,Kyle Holder,664060,Max Schrock,621011,schroma01,Rocky Gale,502570,galero01,Alejo Lopez,664670,lopezal03,Narciso Crook,643271,crookna01,Kyle Farmer,571657,farmeky01,Aristides Aquino,606157,aquinar01,Abiatal Avelino,623214,aveliab01,Christopher Morel,666624,morelch01,Patrick Wisdom,621550,wisdopa01,Michael Hermosillo,641684,hermomi01,Ian Miller,641878,milleia01,Jose Lobaton,446653,lobatjo01,Chase Strumpf,668664,Rafael Ortega,542364,ortegra01,Trevor Megill,656730,megiltr01,Mahle,641816,mahlety01,Doolittle,448281,doolise01,Biddle,592145,biddlje01,"Pérez, C",672335,perezci01,"Romano, S",607219,romansa01,"Mills, A",621219,millsal02,Winkler,595465,winklda01,Maples,596027,mapledi01,Workman,519443,workmbr01,Megill,656730,megiltr01
