game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-03-16,719090,2,2,Conner Capel,668843,capelco01,Ryan Noda,676116,nodary01,Tyler Soderstrom,691016,soderty01,Jeremy Eierman,663369,Dérmis Garcia,660650,garcide02,Greg Deichmann,656364,deichgr01,Jose Escorche,683536,Michael Guldberg,680671,Tyler Wade,642180,wadety01,CJ Alexander,680769,Tyler Tolbert,686475,Angelo Castellano,613546,Nick Loftin,679845,loftini01,Parker Bates,687614,Herard Gonzalez,678648,Jakson Reetz,656883,reetzja01,Logan Porter,682515,portelo01,Juan Carlos Negret,676002,Waldichuk,686610,waldike01,"Garcia, Ri",670329,garciri01,Oller,670124,ollerad01,Bubic,663460,bubickr01,"Clarke, T",664199,clarkta01,Sisk,681895,Weiss,680802,Del Rosario,672529,Cruz,674444,cruzst01,Wallace,686608
