game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-21,719023,2,6,8,Nick Yorke,694377,Caleb Hamilton,643348,hamilca01,Eddinson Paulino,682796,Alex Binelas,681323,Jorge Alfaro,595751,alfarjo01,Allan Castro,691369,Matthew Lugo,683090,Phillip Sikes,689651,Miguel Ugueto,692568,Heston Kjerstad,677008,kjershe01,Colton Cowser,681297,cowseco01,Anthony Bemboom,621532,bemboan01,Franchy Cordero,614173,cordefr02,Daz Cameron,663662,camerda01,Nomar Mazara,608577,mazarno01,Collin Burns,700936,Gilbert Lara,658677,Connor Norby,681393,Sale,519242,salech01,Schreiber,670167,schrejo01,"Kelly, Z",677161,kellyza01,Mosqueda,665996,"Irvin, C",608344,irvinco01,"Pérez, C",672335,perezci01,Krehbiel,607216,krehbjo01,Bazardo,660825,bazared01,"Garrett, R",657585,garrere01
