game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2021-03-25,641558,12,13,25,Armando Alvarez,669137,Thomas Milone,641882,Chris Gittens,656467,gittech01,Austin Wells,669224,wellsau01,Trey Amburgey,664011,amburtr01,Oswald Peraza,672724,perazos02,Ezequiel Duran,677649,duranez01,Kellin Deglan,592256,Estevan Florial,664314,flories01,Darick Hall,669742,hallda02,Travis Jankowski,608671,jankotr01,Luis García,677593,Matt Vierling,663837,vierlma01,Luke Williams,663897,willilu01,Christian Bethancourt,542194,bethach01,Ronald Torreyes,591720,torrero01,Logan O'Hoppe,681351,ohopplo01,Johan Rojas,679032,rojasjo03,King,650633,kingmi01,Lane,670065,Loáisiga,642528,loaisjo01,"García, L",472610,garcilu03,Lyons,544928,lyonsty01,Cortes,641482,cortene01,Moore,519043,moorema02,Warren,657092,Alvarado,621237,alvarjo03,Hale,571735,haleda02,Neris,593576,nerishe01,Brogdon,641401,brogdco01,"De Los Santos, E",660853,delosen01,Hennigan,670125
