game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-03-31,706831,2,3,5,Carson Tucker,691020,Jose Pastrano,691261,Marcos Gonzalez,672733,Isaiah Greene,693309,Jake Fox,695780,Will Brennan,686823,brennwi02,Joab Gonzalez,676513,Marlin Made,677583,Mike Rivera,657741,Mike Ford,645801,fordmi01,Chance Sisco,642082,siscoch01,Luis Torrens,620443,torrelu01,Jonatan Clase,682729,clasejo01,Victor Labrada,700032,James Parker,681466,Milkar Perez,683529,Spencer Packard,689070,Donovan Walton,622268,waltodo01,Civale,650644,civalaa01,Gose,543238,gosean01,Sandlin,680704,sandlni01,"Clase, E",661403,claseem01,"Allen, L.S.",663531,allenlo01,Flexen,623167,flexech01,"Muñoz, A",662253,munozan01,"Mills, W",670090,millswy01,"Swanson, E",657024,swanser01,Sweet,682967,sweetde01
