game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-02-25,719394,4,8,12,Roberto Alvarez,666712,Grant Witherspoon,680710,Kyle Manzardo,700932,manzaky01,Austin Shenton,668853,shentau01,Niko Hulsizer,680881,Ronny Simon,682927,Gavin Collins,641468,Jordan Qsar,682040,Osleivis Basabe,678545,basabos01,Jorel Ortega,687567,David Bañuelos,675915,banueda01,Jake Rucker,696160,Noah Miller,695653,Misael Urbina,682618,Seth Gray,680799,Will Holland,683735,Ben Ross,805346,DaShawn Keirsey Jr.,680577,Criswell,681867,criswco01,Fleming,676596,flemijo01,Kelly,687330,kellyke02,Montgomery,682254,Reifert,682126,Brigden,688953,Roberson,675963,La Sorsa,686747,lasorjo01,Maeda,628317,maedake01,"Duran, J",661395,duranjh01,Moran,663558,moranjo01,Alcala,660896,alcaljo01,Sands,663485,sandsco01,Blackwood,670154,"Rodríguez, D",605446,rodride01,Funderburk,681892,fundeko01
