game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-03-26,706888,10,9,19,Nathan Lukes,664770,lukesna01,Reese McGuire,624512,mcguire01,Orelvis Martinez,682619,Leo Jimenez,677870,Logan Warmoth,657089,Gosuke Katoh,641741,katohgo01,Greg Bird,595885,birdgr01,Will Robertson,683770,Tyler Heineman,623168,heinety01,Ender Inciarte,542255,inciaen01,Miguel Andujar,609280,andujmi01,José Peraza,606299,perazjo01,Ryan LaMarre,534606,lamarry01,Oswaldo Cabrera,665828,cabreos01,Phillip Evans,595943,evansph01,David Freitas,571679,freitda01,Oswald Peraza,672724,perazos02,Rob Brantly,542963,brantro01,Manoah,666201,manoaal01,Borucki,621366,borucry01,Pearson,663878,pearsna01,Beasley,676886,beaslje01,"Hernandez, A",681753,"Vasquez, A",607755,vasquan02,King,650633,kingmi01,Luetge,476595,luetglu01,Green,643338,greench03,"Peralta, Wa",593974,peralwa01,Nittoli,657697,nittovi01,McClain,596035,mcclare01,Marinaccio,676760,marinro01
